KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE
 ,K,[cm/s2],Msun,d,d, ,ppm, , , ,deg,deg
--------,----,-----,-------,------,------,---,----------,------,-------,-,---------,---------
6877005,5857,4.79,1.0642,      ,      ,      ,       ,0,295.61115,42.36469,,
6877035,5560,4.52,0.9809,49.93,5.855,0.168,0.0115,0,295.61688,42.39507,,
6877045,5610,4.4,0.9945,      ,      ,      ,       ,0,295.61942,42.32613,,
6877063,5225,4.62,0.8925,      ,      ,      ,       ,0,295.62442,42.39365,,
6877075,5130,4.46,0.8679,      ,      ,      ,       ,0,295.62741,42.38565,,
6877132,5872,4.68,1.0686,      ,      ,      ,       ,0,295.64056,42.36441,,
6877276,5897,4.56,1.076,      ,      ,      ,       ,0,295.67615,42.38195,,
6877333,5983,4.33,1.1018,      ,      ,      ,       ,0,295.68695,42.33338,,
6877335,5700,4.52,1.0194,49.824,3.689,0.23,0.0236,0,295.68741,42.33861,,
6877359,5616,4.53,0.9961,      ,      ,      ,       ,0,295.69391,42.36186,,
6877517,5611,4.48,0.9948,49.669,7.5,0.214,0.0128,0,295.73007,42.36415,,
6877575,5820,4.82,1.0535,      ,      ,      ,       ,0,295.74432,42.33747,,
6877601,5829,4.55,1.0561,      ,      ,      ,       ,0,295.74976,42.34853,,
6877638,5676,4.43,1.0127,      ,      ,      ,       ,0,295.75876,42.33156,,
6877649,5556,4.52,0.9798,      ,      ,      ,       ,0,295.76114,42.39684,,
6877723,5977,4.53,1.1,      ,      ,      ,       ,0,295.77826,42.30739,,
6877754,5791,4.64,1.0451,      ,      ,      ,       ,0,295.78516,42.3262,,
6877861,5399,4.64,0.9379,21.036,2.729,0.356,0.2358,0,295.80542,42.32359,,
6877887,5282,4.38,0.9073,      ,      ,      ,       ,0,295.81161,42.31105,,
6877916,5056,4.53,0.8488,      ,      ,      ,       ,0,295.81763,42.38432,,
6877951,5563,4.4,0.9817,      ,      ,      ,       ,0,295.82611,42.36511,,
6877998,5321,4.63,0.9175,      ,      ,      ,       ,0,295.83627,42.34193,,
6878003,5644,4.7,1.0038,      ,      ,      ,       ,0,295.83704,42.38901,,
6878023,4678,4.58,0.7494,64.941,1.504,0.331,0.0824,0,295.84213,42.37336,,
6878050,5360,4.49,0.9277,      ,      ,      ,       ,0,295.85028,42.3324,,
6878061,5172,4.21,0.8788,      ,      ,      ,       ,0,295.85364,42.34508,,
6878086,5694,4.51,1.0177,38.12,2.722,0.129,0.0276,0,295.86115,42.36177,,
6878173,6088,4.47,1.1344,      ,      ,      ,       ,0,295.87875,42.32682,,
6878176,5922,4.34,1.0834,14.379,0.724,0.139,0.1074,0,295.87943,42.32131,,
6878178,5615,4.84,0.9958,      ,      ,      ,       ,0,295.88025,42.32588,,
6878191,4933,4.23,0.8169,      ,      ,      ,       ,0,295.8829,42.39722,,
6878213,6365,4.5,1.227,      ,      ,      ,       ,0,295.88742,42.32974,,
6878247,5926,4.73,1.0846,      ,      ,      ,       ,0,295.8952,42.38304,,
6878262,5559,4.84,0.9806,      ,      ,      ,       ,0,295.89771,42.34832,,
6878290,5703,4.87,1.0202,      ,      ,      ,       ,0,295.90442,42.37528,,
6878295,5507,4.59,0.9666,61.638,4.836,0.116,0.0042,0,295.90604,42.3227,,
6878392,5280,5.05,0.9068,      ,      ,      ,       ,0,295.93021,42.33965,,
6878408,5632,4.62,1.0005,      ,      ,      ,       ,0,295.93283,42.39669,,
6878512,5593,4.58,0.9898,      ,      ,      ,       ,0,295.95856,42.36396,,
6878517,5631,4.49,1.0002,      ,      ,      ,       ,0,295.95996,42.38156,,
6878529,6145,4.46,1.1526,      ,      ,      ,       ,0,295.9639,42.30274,,
6878543,5959,4.4,1.0945,      ,      ,      ,       ,0,295.96637,42.34549,,
6878566,6281,4.61,1.1978,12.04,0.541,0.117,0.0761,0,295.97311,42.3087,,
6878641,4463,4.53,0.6899,45.884,6.995,0.437,0.2246,0,295.9899,42.33647,,
6878643,5086,4.73,0.8565,      ,      ,      ,       ,0,295.99008,42.30722,,
6878652,5620,4.59,0.9972,      ,      ,      ,       ,0,295.9931,42.34555,,
6878656,5696,4.57,1.0182,20.199,2.253,0.186,0.1362,0,295.99429,42.31611,,
6878722,5556,4.4,0.9798,      ,      ,      ,       ,0,296.0087,42.39153,,
6878732,5637,4.62,1.0019,      ,      ,      ,       ,0,296.0108,42.34473,,
6878803,5164,4.49,0.8767,      ,      ,      ,       ,0,296.02502,42.33918,,
6878817,5836,4.61,1.0581,9.716,1.074,0.205,0.1098,0,296.02695,42.30246,,
6878832,5831,4.66,1.0566,      ,      ,      ,       ,0,296.03052,42.31224,,
6878851,5181,4.49,0.8811,13.328,0.08,0.216,0.074,0,296.03467,42.34453,,
6878899,6024,4.55,1.1144,      ,      ,      ,       ,0,296.04233,42.32168,,
6878955,5428,4.65,0.9456,      ,      ,      ,       ,0,296.05652,42.39761,,
6878972,5771,4.62,1.0394,      ,      ,      ,       ,0,296.05975,42.33399,,
6879017,5308,4.78,0.9141,      ,      ,      ,       ,0,296.0705,42.39029,,
6879027,5968,4.45,1.0972,15.057,0.142,0.093,0.1287,0,296.07361,42.35479,,
6879087,6001,4.5,1.1073,      ,      ,      ,       ,0,296.08667,42.33556,,
6879140,5551,4.44,0.9784,      ,      ,      ,       ,0,296.09866,42.32388,,
6879161,5849,4.36,1.0619,13.7,0.174,0.107,0.0805,0,296.10275,42.32906,,
6879183,5655,4.43,1.0069,      ,      ,      ,       ,0,296.10648,42.35428,,
6879276,5761,4.64,1.0366,      ,      ,      ,       ,0,296.12573,42.32327,,
6879345,5391,4.79,0.9358,      ,      ,      ,       ,0,296.13885,42.3013,,
6879350,5632,4.42,1.0005,      ,      ,      ,       ,0,296.13992,42.33629,,
6879352,5322,4.53,0.9177,      ,      ,      ,       ,0,296.14023,42.34603,,
6879389,5579,4.39,0.986,      ,      ,      ,       ,0,296.14645,42.34865,,
6879643,5856,4.46,1.0639,13.435,1.602,0.109,0.0798,0,296.20251,42.31478,,
6879704,6015,4.87,1.1116,4.424,0.693,0.154,0.0674,0,296.21487,42.32967,,
6879767,5931,4.41,1.0861,      ,      ,      ,       ,0,296.22943,42.36157,,
6879772,5796,4.69,1.0465,      ,      ,      ,       ,0,296.23032,42.39973,,
6879930,5264,4.37,0.9026,      ,      ,      ,       ,0,296.26599,42.32977,,
6879965,5499,4.5,0.9645,41.706,0.915,0.111,0.0301,0,296.27328,42.32762,,
6880002,5826,4.47,1.0552,      ,      ,      ,       ,0,296.28024,42.39935,,
6880043,4747,4.39,0.7679,31.625,1.733,0.244,0.1391,0,296.29105,42.38149,,
6880046,6177,4.63,1.163,6.181,0.762,0.124,0.0864,0,296.29178,42.30196,,
6880062,5877,4.79,1.0701,11.483,0.212,0.345,0.2393,0,296.29474,42.30501,,
6880069,5669,4.73,1.0107,      ,      ,      ,       ,0,296.29877,42.3212,,
6880090,5403,4.73,0.939,      ,      ,      ,       ,0,296.30377,42.39257,,
6880116,6147,4.32,1.1533,50.472,1.73,0.189,0.0011,0,296.30804,42.33074,,
6880123,5748,4.28,1.0329,68.786,1.609,0.184,0.0011,0,296.30859,42.39018,,
6880136,5958,4.65,1.0942,      ,      ,      ,       ,0,296.31088,42.3183,,
6880177,5641,4.67,1.003,3.75,0.471,0.129,0.0194,0,296.31824,42.38092,,
6880211,5787,4.58,1.044,      ,      ,      ,       ,0,296.32504,42.33106,,
6880242,5322,4.53,0.9177,      ,      ,      ,       ,0,296.33237,42.3582,,
6880295,5146,4.74,0.872,      ,      ,      ,       ,0,296.34439,42.30779,,
6880302,5294,4.51,0.9104,      ,      ,      ,       ,0,296.3468,42.38993,,
6880321,5617,4.76,0.9964,      ,      ,      ,       ,0,296.35245,42.38949,,
6880436,5509,4.76,0.9671,      ,      ,      ,       ,0,296.37921,42.34145,,
6880471,5970,4.93,1.0978,      ,      ,      ,       ,0,296.38898,42.31431,,
6880486,5642,4.78,1.0033,      ,      ,      ,       ,0,296.39099,42.36328,,
6880498,6085,4.2,1.1334,59.023,10.661,0.4,0.1382,0,296.39297,42.31188,,
6880506,5380,5.07,0.9329,      ,      ,      ,       ,0,296.39435,42.32028,,
6880508,4852,4.33,0.7957,54.997,10.2,0.312,0.0894,0,296.39484,42.31273,,
6880595,5178,4.59,0.8803,36.3,6.62,0.314,0.165,0,296.4126,42.3087,,
6880608,5883,4.58,1.0718,      ,      ,      ,       ,0,296.41409,42.39543,,
6880638,5748,4.41,1.0329,      ,      ,      ,       ,0,296.41986,42.38443,,
6880664,5697,4.19,1.0185,8.204,1.662,0.321,0.1858,0,296.42593,42.38064,,
6880715,5130,4.16,0.8679,      ,      ,      ,       ,0,296.43701,42.36793,,
6880778,5061,4.31,0.8501,      ,      ,      ,       ,0,296.45105,42.3031,,
6880781,4429,4.27,0.6802,39.1,7.215,0.328,0.2221,0,296.4523,42.34372,,
6880941,5365,4.47,0.929,      ,      ,      ,       ,0,296.48282,42.3248,,
6880950,5211,4.66,0.8889,      ,      ,      ,       ,0,296.48425,42.33489,,
6881005,5942,4.13,1.0894,39.195,0.379,0.345,0.1318,0,296.49542,42.36897,,
6881099,5396,4.51,0.9371,      ,      ,      ,       ,0,296.52048,42.38174,,
6881110,5704,4.31,1.0205,      ,      ,      ,       ,0,296.52307,42.33491,,
6881145,5706,4.57,1.021,      ,      ,      ,       ,0,296.53409,42.37997,,
6881158,5838,4.54,1.0587,      ,      ,      ,       ,0,296.53705,42.31315,,
6881208,5657,4.65,1.0074,      ,      ,      ,       ,0,296.54672,42.31687,,
6881303,5562,4.71,0.9814,26.063,3.619,0.227,0.1568,0,296.56735,42.34664,,
6881332,5860,4.6,1.0651,13.66,2.519,0.091,0.0815,0,296.5722,42.34929,,
6881353,5921,3.92,1.0831,41.498,0.983,0.419,0.1809,0,296.57559,42.34673,,
6881363,5971,4.42,1.0981,      ,      ,      ,       ,0,296.57755,42.35829,,
6881468,5675,3.99,1.0124,      ,      ,      ,       ,0,296.60123,42.3655,,
6881503,5682,3.86,1.0143,22.242,3.231,0.166,0.1317,0,296.60706,42.36908,,
6881577,4735,4.25,0.7647,27.555,4.263,0.152,0.0471,0,296.62537,42.38187,,
6881730,5641,4.53,1.003,8.366,0.173,0.328,0.1875,0,296.66342,42.3782,,
6881768,5483,4.52,0.9602,52.809,6.767,0.327,0.0985,0,296.67047,42.39276,,
6881829,5552,4.63,0.9787,      ,      ,      ,       ,0,296.68628,42.39784,,
6881946,5591,4.45,0.9893,64.948,9.73,0.27,0.0292,0,296.71808,42.38976,,
6887321,5617,4.33,0.9964,      ,      ,      ,       ,0,297.92798,42.31083,,
6887544,5392,4.53,0.9361,      ,      ,      ,       ,0,297.97754,42.31363,,
6887765,6048,4.51,1.1218,5.558,0.109,0.142,0.0662,0,298.02298,42.33169,,
6887988,5947,4,1.0909,11.984,1.005,0.063,0.0855,0,298.0694,42.37541,,
6888019,5911,4.61,1.0801,      ,      ,      ,       ,0,298.07611,42.38426,,
6888153,5093,4.59,0.8583,35.197,5.282,0.34,0.2004,0,298.1012,42.30575,,
6888194,5615,3.95,0.9958,3.893,1.05,0.232,0.1044,0,298.10876,42.31214,,
6888279,5566,4.52,0.9825,11.004,1.158,0.091,0.0319,0,298.12656,42.30293,,
6888319,5697,4.56,1.0185,2.054,0.545,0.256,0.1259,0,298.1355,42.32577,,
6888403,5383,4.72,0.9337,      ,      ,      ,       ,0,298.15289,42.35554,,
6888432,6049,4.57,1.1221,3.708,0.465,0.214,0.1201,0,298.15884,42.34694,,
6888440,5861,4.45,1.0654,      ,      ,      ,       ,0,298.16019,42.38196,,
6888442,6103,4.56,1.1391,      ,      ,      ,       ,0,298.16052,42.35749,,
6888449,6242,4.31,1.1846,14.252,1.828,0.126,0.0636,0,298.16135,42.39091,,
6888555,6139,4.42,1.1507,      ,      ,      ,       ,0,298.18115,42.32744,,
6888603,5798,4.3,1.0471,12.352,0.16,0.228,0.1367,0,298.19116,42.38012,,
6888616,5519,4.59,0.9698,      ,      ,      ,       ,0,298.1925,42.34724,,
6888622,5130,4.42,0.8679,      ,      ,      ,       ,0,298.19424,42.3445,,
6888627,5396,4.75,0.9371,      ,      ,      ,       ,0,298.19534,42.36951,,
6888663,5941,4.45,1.0891,      ,      ,      ,       ,0,298.20554,42.36154,,
6888710,5141,4.64,0.8707,      ,      ,      ,       ,0,298.2146,42.36105,,
6888730,5407,4.37,0.94,19.445,1.59,0.049,0.0489,0,298.21936,42.38424,,
6888828,4550,4.54,0.7143,      ,      ,      ,       ,0,298.24176,42.33427,,
6888907,5919,3.84,1.0825,      ,      ,      ,       ,0,298.25635,42.36499,,
6888969,6139,4.53,1.1507,      ,      ,      ,       ,0,298.26907,42.38832,,
6888985,5293,4.55,0.9102,      ,      ,      ,       ,0,298.2713,42.39274,,
6889060,5821,3.72,1.0537,      ,      ,      ,       ,0,298.28668,42.34339,,
6889430,5970,4.51,1.0978,      ,      ,      ,       ,0,298.36081,42.38077,,
6889495,5522,4.39,0.9706,      ,      ,      ,       ,0,298.37598,42.36057,,
6889549,5554,4.26,0.9793,40.68,1.221,0.208,0.0381,0,298.38788,42.33339,,
6889643,4998,4.53,0.8337,63.971,14.65,0.166,0.0045,0,298.41129,42.39835,,
6889997,5672,4.22,1.0116,23.938,4.116,0.199,0.1371,0,298.4884,42.33833,,
6890121,5632,4.38,1.0005,24.172,0.911,0.113,0.1276,0,298.51764,42.37763,,
6890147,5742,4.37,1.0312,18.625,2.3,0.081,0.0991,0,298.52417,42.38529,,
6890298,5779,4.12,1.0417,2.562,0.094,0.225,0.1043,0,298.55811,42.32969,,
6890302,5909,4.57,1.0795,7.836,1.762,0.163,0.0748,0,298.55884,42.38787,,
6890335,5823,4.47,1.0543,      ,      ,      ,       ,0,298.56635,42.32077,,
6890475,5350,4.72,0.925,      ,      ,      ,       ,0,298.59183,42.39017,,
6890577,5665,4.45,1.0096,11.742,0.431,0.308,0.1842,0,298.61063,42.34172,,
6890579,5548,4.79,0.9776,54.241,5.421,0.16,0.0078,0,298.61145,42.31814,,
6890596,5577,4.55,0.9855,      ,      ,      ,       ,0,298.61816,42.36615,,
6890618,5679,4.42,1.0135,1.578,0.004,0.372,0.2109,0,298.62164,42.39423,,
6890653,5042,4.64,0.8451,45.987,0.778,0.272,0.0829,0,298.62909,42.34238,,
6890747,5246,4.49,0.8979,      ,      ,      ,       ,0,298.64832,42.33392,,
6890797,5543,4.33,0.9763,      ,      ,      ,       ,0,298.65918,42.3109,,
6890835,5343,4.61,0.9232,      ,      ,      ,       ,0,298.66708,42.37892,,
6890875,5738,4.56,1.03,      ,      ,      ,       ,0,298.67468,42.34598,,
6921677,6144,4.37,1.1523,      ,      ,      ,       ,0,280.94067,42.47198,,
6921732,5364,4.79,0.9287,      ,      ,      ,       ,0,280.98416,42.46538,,
6921738,5401,4.59,0.9384,      ,      ,      ,       ,0,280.99026,42.42784,,
6921795,5814,4.39,1.0517,23.11,0.401,0.298,0.1853,0,281.02661,42.45785,,
6921799,5872,4.59,1.0686,      ,      ,      ,       ,0,281.03027,42.47085,,
6921801,5062,4.45,0.8503,      ,      ,      ,       ,0,281.03162,42.46603,,
6921861,5396,4.52,0.9371,      ,      ,      ,       ,0,281.0679,42.43222,,
6921906,5806,4.54,1.0494,      ,      ,      ,       ,0,281.08752,42.41087,,
6921913,5459,4.59,0.9538,      ,      ,      ,       ,0,281.09122,42.46577,,
6921958,4870,4.47,0.8004,      ,      ,      ,       ,0,281.11658,42.40569,,
6921983,4973,4.58,0.8273,      ,      ,      ,       ,0,281.13193,42.44074,,
6921988,5117,4.57,0.8645,67.06,5.775,0.304,0.0538,0,281.13419,42.40014,,
6921992,5597,4.38,0.9909,      ,      ,      ,       ,0,281.13559,42.43102,,
6922021,5592,4.52,0.9896,      ,      ,      ,       ,0,281.15131,42.47479,,
6922106,5522,4.49,0.9706,      ,      ,      ,       ,0,281.19699,42.45877,,
6922121,5615,4.43,0.9958,      ,      ,      ,       ,0,281.20755,42.45897,,
6922129,5283,4.47,0.9075,      ,      ,      ,       ,0,281.21521,42.41183,,
6922198,5257,4.65,0.9008,      ,      ,      ,       ,0,281.25885,42.46952,,
6922204,6150,4.31,1.1542,9.653,0.113,0.117,0.1232,0,281.26065,42.47877,,
6922277,5771,4.35,1.0394,      ,      ,      ,       ,0,281.30814,42.45648,,
6922313,5662,4.33,1.0088,14.935,0.278,0.327,0.2136,0,281.33032,42.48371,,
6922321,5412,4.38,0.9413,      ,      ,      ,       ,0,281.33563,42.49975,,
6922382,5952,4.32,1.0924,      ,      ,      ,       ,0,281.37482,42.40591,,
6922384,5732,4.59,1.0283,      ,      ,      ,       ,0,281.3754,42.41585,,
6922389,5683,4.55,1.0146,      ,      ,      ,       ,0,281.37735,42.48649,,
6922487,5535,4.55,0.9741,      ,      ,      ,       ,0,281.43024,42.42318,,
6922510,5391,4.93,0.9358,7.559,0.079,0.412,0.2316,0,281.44373,42.49286,,
6922534,5791,4.45,1.0451,      ,      ,      ,       ,0,281.45581,42.44481,,
6922576,5146,4.68,0.872,      ,      ,      ,       ,0,281.47964,42.41267,,
6922611,5307,4.77,0.9138,      ,      ,      ,       ,0,281.49933,42.40794,,
6922653,5840,4.52,1.0593,      ,      ,      ,       ,0,281.52344,42.42861,,
6922707,5311,4.72,0.9148,29.639,4.718,0.221,0.16,0,281.56094,42.49944,,
6922743,5803,4.3,1.0486,24.469,2.094,0.166,0.0763,0,281.58011,42.44965,,
6922779,5573,4.53,0.9844,22.473,0.523,0.311,0.2438,0,281.59784,42.47897,,
6922819,6264,4.15,1.192,      ,      ,      ,       ,0,281.61566,42.47769,,
6922861,4819,4.52,0.787,32.1,0.808,0.35,0.2482,0,281.64468,42.46432,,
6922969,4883,4.16,0.8038,63.334,13.474,0.258,0.0251,0,281.70337,42.42871,,
6923118,5354,4.42,0.9261,26.799,0.612,0.04,0.0901,0,281.79471,42.47399,,
6923142,5180,4.55,0.8808,      ,      ,      ,       ,0,281.8056,42.40295,,
6923160,5673,4.34,1.0118,      ,      ,      ,       ,0,281.80997,42.45443,,
6923186,5822,4.39,1.054,30.967,3.902,0.068,0.0404,0,281.8273,42.40368,,
6923189,5337,4.62,0.9216,      ,      ,      ,       ,0,281.82846,42.42739,,
6923278,6176,4.3,1.1627,9.229,0.301,0.232,0.2068,0,281.87302,42.43186,,
6923298,5194,4.5,0.8845,      ,      ,      ,       ,0,281.88339,42.41733,,
6923301,6085,4.5,1.1334,2.728,0.499,0.091,0.0464,0,281.88431,42.45359,,
6923437,5927,4.29,1.0849,      ,      ,      ,       ,0,281.96021,42.41929,,
6923466,4871,4.69,0.8007,29.802,4.581,0.328,0.2111,0,281.97769,42.49175,,
6923532,5484,4.5,0.9604,      ,      ,      ,       ,0,282.00821,42.44606,,
6923551,5600,4.58,0.9917,      ,      ,      ,       ,0,282.01379,42.40435,,
6923552,5305,4.49,0.9133,      ,      ,      ,       ,0,282.01675,42.48445,,
6923590,4680,4.5,0.7499,25.826,0.808,0.176,0.0449,0,282.03616,42.42348,,
6923605,5052,4.56,0.8477,      ,      ,      ,       ,0,282.04443,42.42397,,
6923660,5436,4.67,0.9477,      ,      ,      ,       ,0,282.07813,42.49829,,
6923667,5454,4.69,0.9525,      ,      ,      ,       ,0,282.08276,42.48797,,
6923680,5685,4.49,1.0152,32.786,3.82,0.082,0.0497,0,282.08484,42.41928,,
6923721,5951,4.47,1.0921,      ,      ,      ,       ,0,282.10049,42.45127,,
6923725,6285,4.32,1.1992,      ,      ,      ,       ,0,282.1011,42.43784,,
6923753,6307,4.11,1.2068,      ,      ,      ,       ,0,282.11429,42.448,,
6923885,5741,4.25,1.0309,      ,      ,      ,       ,0,282.18091,42.49308,,
6923892,5916,4.29,1.0816,      ,      ,      ,       ,0,282.18286,42.40531,,
6923898,5981,4.29,1.1012,      ,      ,      ,       ,0,282.18411,42.44665,,
6923970,5675,4.17,1.0124,      ,      ,      ,       ,0,282.21695,42.4282,,
6924090,5390,4.42,0.9355,      ,      ,      ,       ,0,282.27637,42.41906,,
6924158,5718,4.75,1.0244,14.579,1.958,0.181,0.0951,0,282.31152,42.4644,,
6924244,5617,4.52,0.9964,      ,      ,      ,       ,0,282.35513,42.43078,,
6924431,5486,3.85,0.961,31.619,1.586,0.235,0.1186,0,282.43948,42.4219,,
6924484,5923,4.26,1.0837,      ,      ,      ,       ,0,282.45874,42.49362,,
6924504,4954,4.41,0.8223,      ,      ,      ,       ,0,282.46722,42.47076,,
6924545,5217,4.37,0.8904,      ,      ,      ,       ,0,282.4899,42.46331,,
6924871,5839,4.26,1.059,      ,      ,      ,       ,0,282.63104,42.43759,,
6924908,5264,4.37,0.9026,      ,      ,      ,       ,0,282.6525,42.43632,,
6924982,6044,4.03,1.1206,      ,      ,      ,       ,0,282.68723,42.46272,,
6925011,5285,4.52,0.9081,      ,      ,      ,       ,0,282.69904,42.47529,,
6925058,5037,4.63,0.8438,      ,      ,      ,       ,0,282.71918,42.43887,,
6925263,5454,4.59,0.9525,2.984,0.011,0.099,0.0113,0,282.80841,42.48678,,
6927310,5949,4.5,1.0915,      ,      ,      ,       ,0,283.73972,42.41141,,
6927575,5631,4.53,1.0002,24.612,2.849,0.173,0.12,0,283.87698,42.46155,,
6927657,5757,4.53,1.0354,      ,      ,      ,       ,0,283.91916,42.41274,,
6927661,5574,4.54,0.9847,      ,      ,      ,       ,0,283.92117,42.43303,,
6927692,5600,4.43,0.9917,      ,      ,      ,       ,0,283.93839,42.46177,,
6927724,4864,4.58,0.7988,      ,      ,      ,       ,0,283.95175,42.40427,,
6927798,5782,4.47,1.0425,      ,      ,      ,       ,0,283.98663,42.45521,,
6927817,4773,4.82,0.7748,      ,      ,      ,       ,0,283.99417,42.4931,,
6927829,5204,4.5,0.887,      ,      ,      ,       ,0,284.0014,42.45613,,
6927842,5874,4.35,1.0692,      ,      ,      ,       ,0,284.01013,42.46136,,
6927910,5796,4.55,1.0465,0.623,0.098,0.09,0.0187,0,284.04248,42.47817,,
6927913,5791,4.55,1.0451,      ,      ,      ,       ,0,284.04486,42.46952,,
6927949,5733,4.48,1.0286,      ,      ,      ,       ,0,284.06186,42.41598,,
6927963,5711,4.44,1.0224,27.718,2.608,0.167,0.0702,0,284.06644,42.4645,,
6927981,5444,4.75,0.9498,29.333,3.376,0.188,0.1139,0,284.07178,42.45832,,
6927996,5271,4.77,0.9044,      ,      ,      ,       ,0,284.0769,42.49939,,
6928054,4890,4.39,0.8056,      ,      ,      ,       ,0,284.10098,42.48756,,
6928066,6267,4.61,1.1931,      ,      ,      ,       ,0,284.1073,42.4967,,
6928169,5012,4.64,0.8374,55.038,5.635,0.321,0.0917,0,284.15659,42.46787,,
6928253,5484,4.88,0.9604,      ,      ,      ,       ,0,284.18884,42.43723,,
6928257,4836,4.66,0.7915,56.848,3.231,0.323,0.0934,0,284.19189,42.41383,,
6928264,6143,4.33,1.152,      ,      ,      ,       ,0,284.19342,42.40192,,
6928270,5708,4.69,1.0216,      ,      ,      ,       ,0,284.19623,42.40093,,
6928284,5811,4.44,1.0509,      ,      ,      ,       ,0,284.20261,42.42915,,
6928339,5674,4.39,1.0121,      ,      ,      ,       ,0,284.23355,42.45463,,
6928405,5797,4.41,1.0468,      ,      ,      ,       ,0,284.26215,42.42907,,
6928459,5914,4.41,1.081,      ,      ,      ,       ,0,284.28519,42.40377,,
6928512,6038,4.33,1.1187,53.219,9.08,0.252,0.0306,0,284.30679,42.41787,,
6928517,6190,4.31,1.1673,      ,      ,      ,       ,0,284.30878,42.42159,,
6928524,5532,4.53,0.9733,      ,      ,      ,       ,0,284.31281,42.48008,,
6928532,5257,4.56,0.9008,      ,      ,      ,       ,0,284.31613,42.48644,,
6928537,5279,4.56,0.9065,      ,      ,      ,       ,0,284.31741,42.42633,,
6928551,5429,4.69,0.9458,      ,      ,      ,       ,0,284.32162,42.48727,,
6928576,5768,4.35,1.0385,25.317,0.565,0.364,0.2191,0,284.32928,42.41464,,
6928595,5820,4.37,1.0535,      ,      ,      ,       ,0,284.3374,42.48313,,
6928649,5774,4.6,1.0403,      ,      ,      ,       ,0,284.36703,42.43352,,
6928654,4812,4.67,0.7851,      ,      ,      ,       ,0,284.36981,42.41311,,
6928700,5562,4.59,0.9814,44.065,5.67,0.278,0.0817,0,284.38889,42.40981,,
6928821,6082,4.28,1.1325,      ,      ,      ,       ,0,284.42474,42.47623,,
6928837,5726,4.32,1.0267,      ,      ,      ,       ,0,284.43256,42.45663,,
6928869,5673,4.62,1.0118,48.859,2.274,0.279,0.0666,0,284.44373,42.41264,,
6928949,5589,4,0.9887,      ,      ,      ,       ,0,284.4761,42.49904,,
6929016,5615,4.59,0.9958,54.478,10.225,0.134,0.0071,0,284.50391,42.46386,,
6929019,5306,4.69,0.9135,      ,      ,      ,       ,0,284.5083,42.43636,,
6929057,5653,4.39,1.0063,      ,      ,      ,       ,0,284.52448,42.44696,,
6929071,5830,4.63,1.0564,      ,      ,      ,       ,0,284.5318,42.41593,,
6929110,5923,3.97,1.0837,      ,      ,      ,       ,0,284.55371,42.49264,,
6929127,5652,3.96,1.006,      ,      ,      ,       ,0,284.56204,42.48958,,
6929129,5578,4.49,0.9858,      ,      ,      ,       ,0,284.56265,42.41425,,
6929151,6022,4.47,1.1138,      ,      ,      ,       ,0,284.5708,42.45262,,
6929168,5510,4.44,0.9674,24.04,3.727,0.077,0.0989,0,284.57825,42.4677,,
6929193,5312,4.66,0.9151,      ,      ,      ,       ,0,284.59488,42.44108,,
6929237,5655,4.92,1.0069,      ,      ,      ,       ,0,284.62439,42.46501,,
6929249,5240,4.71,0.8964,      ,      ,      ,       ,0,284.63022,42.40432,,
6929258,5916,4.53,1.0816,      ,      ,      ,       ,0,284.63654,42.46186,,
6929266,5773,4.41,1.04,0.344,0.009,0.039,0.0167,0,284.64282,42.40336,,
6929274,5825,4.53,1.0549,      ,      ,      ,       ,0,284.64688,42.44161,,
6929291,4812,4.92,0.7851,      ,      ,      ,       ,0,284.65833,42.43804,,
6929332,6429,4.56,1.25,1.837,0.148,0.266,0.2001,0,284.67932,42.41307,,
6929354,5575,4.58,0.9849,25.389,3.154,0.21,0.1501,0,284.69095,42.47618,,
6929366,5744,4.43,1.0317,      ,      ,      ,       ,0,284.69724,42.41258,,
6929382,5077,4.84,0.8542,      ,      ,      ,       ,0,284.70502,42.49735,,
6929430,5751,4.47,1.0337,      ,      ,      ,       ,0,284.72717,42.41764,,
6929508,5693,4.55,1.0174,      ,      ,      ,       ,0,284.76828,42.43064,,
6929576,4670,4.62,0.7472,      ,      ,      ,       ,0,284.79922,42.4165,,
6929590,6028,4.51,1.1156,      ,      ,      ,       ,0,284.80511,42.44675,,
6929618,5290,4.37,0.9094,      ,      ,      ,       ,0,284.82184,42.4341,,
6929668,5317,4.72,0.9164,      ,      ,      ,       ,0,284.84424,42.42773,,
6929708,5602,4.55,0.9923,      ,      ,      ,       ,0,284.86154,42.4312,,
6929734,5217,4.58,0.8904,      ,      ,      ,       ,0,284.87585,42.43825,,
6929778,5652,4.45,1.006,      ,      ,      ,       ,0,284.89935,42.4519,,
6929799,5731,4.39,1.0281,      ,      ,      ,       ,0,284.90793,42.47614,,
6929818,5585,4.58,0.9877,      ,      ,      ,       ,0,284.91605,42.48736,,
6929839,5566,4.92,0.9825,      ,      ,      ,       ,0,284.9277,42.42932,,
6929868,5740,4.23,1.0306,11.608,0.374,0.059,0.0483,0,284.94168,42.40418,,
6929886,5873,4.36,1.0689,      ,      ,      ,       ,0,284.94894,42.40239,,
6929941,5830,4.65,1.0564,      ,      ,      ,       ,0,284.98047,42.44348,,
